Product A,Product B,Product C,Product D,Product E,Product F,Product G,Product H,Product I,Product J,Product K,Product L,Product M,Product N,Product O,Product P,Product Q,Product R,Product S,Product T,Product U
0,0,466,43,245,0,0,20,70,0,56,475,167,165,0,0,10,0,0,17686,0
0,0,278,42,0,101,2270,0,447,0,309,0,0,105,26,0,0,82,0,0,0
133,0,1060,1343,0,469,0,0,0,0,0,46,42,0,39,0,0,0,0,0,0
0,44,37,0,0,0,127,0,248,0,0,0,0,0,0,0,0,0,0,500,0
0,0,18,0,0,0,0,0,0,0,0,199,0,44,1530,0,0,0,0,0,0
0,326,53,0,0,204,51,0,0,0,0,0,0,755,46,450,0,1047,691,1420,0
438,0,0,0,0,0,0,199,0,0,0,205,62,0,31,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,70,0,813,0,0,0,0,0,0
80,0,0,1422,0,0,0,0,75,206,0,44,0,27,32,0,0,0,0,0,0
990,0,259,0,0,59,0,0,0,16,0,148,400,70,18,0,0,180,0,0,0
0,0,52,0,0,64,0,320,0,0,0,13,53,0,102,0,0,0,0,0,0
62,48,945,30,0,0,0,18,0,170,0,47,0,0,60,0,368,0,0,0,0
89,0,332,0,221,0,60,0,828,0,0,342,0,0,0,0,0,0,0,1597,0
0,0,0,141,221,105,0,0,0,538,0,171,11,0,183,0,0,35,0,0,0
0,0,265,30,0,0,0,0,858,13,0,0,0,0,0,0,41,0,0,0,0
0,0,1999,0,0,284,51,0,61,0,0,38,65,0,20,0,9,0,0,0,0
0,0,0,0,0,0,0,60,0,0,0,0,0,465,0,0,0,0,0,0,0
0,177,810,0,441,214,1401,19,1342,355,0,129,84,704,137,50,0,8,0,0,0
0,92,0,385,0,28,0,0,620,99,3,201,54,344,0,0,0,0,0,484,0
0,0,0,0,0,0,450,21,0,0,0,0,0,0,35,0,0,0,0,0,0
11,0,31,0,0,0,0,445,0,0,32,236,402,176,14,0,0,0,0,0,0
0,0,0,0,0,263,0,0,0,0,0,52,0,0,0,0,0,0,0,0,775
0,290,265,0,0,1265,0,283,0,0,16,88,39,47,11,0,0,0,341,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1127,0,0,0,0,0,0,0,0
0,0,275,0,0,0,0,0,0,0,0,36,0,0,616,0,0,0,0,0,1068
0,68,226,0,0,168,0,19,155,0,0,344,411,0,0,0,169,206,0,0,0
0,18,226,0,0,0,0,18,0,0,0,4,11,0,0,0,0,0,0,2936,0
0,126,283,0,0,0,0,321,710,0,120,199,124,0,50,0,0,0,0,0,0
0,225,724,3284,0,28,0,0,0,525,0,125,154,7,228,0,35,60,0,0,0
0,37,255,0,35,0,0,0,204,76,0,12,23,6,5,0,22,0,0,25,0
0,0,644,0,0,13,0,0,0,88,0,23,0,6,5,0,0,91,0,0,0
118,876,1525,1036,0,784,1309,144,3067,119,1361,28,105,0,169,286,263,63,3882,0,0
0,0,195,127,0,107,0,0,0,242,0,224,33,98,716,0,0,0,0,0,0
0,0,3122,0,0,0,0,0,0,544,0,12,6,21,141,0,524,0,0,0,0
528,0,14,0,0,0,0,31,0,0,0,252,402,0,171,0,0,0,0,0,0
52,0,1516,0,0,101,0,0,842,0,0,279,59,70,268,0,84,0,0,0,0
139,36,30,641,0,21,15,0,1598,31,0,118,0,0,30,0,118,0,0,0,0
340,208,0,0,0,0,0,17,0,0,0,25,65,0,0,0,0,0,0,0,0
0,0,0,30,0,43,0,511,0,0,0,270,316,49,0,0,0,0,0,0,0
0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,870,0,0
183,64,151,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0
580,108,471,146,221,0,0,283,26,3770,0,0,12,176,0,0,0,0,0,0,0
0,67,215,0,15,0,0,0,1095,0,66,40,5,501,0,0,0,197,306,0,0
0,0,0,0,0,117,1657,260,0,40,0,98,33,0,1198,0,0,45,0,2204,0
0,0,63,309,74,95,0,0,0,0,0,0,16,0,0,0,0,36,0,0,0
0,0,1576,0,0,0,0,0,0,0,21,80,22,0,269,0,0,0,0,0,0
0,190,51,0,0,0,0,0,0,0,0,264,28,0,30,0,0,0,0,0,0
874,33,26,0,0,0,0,0,0,0,0,118,16,116,0,0,0,0,0,0,0
42,0,1046,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,0,0,0,0,0,0,586,0,0,0,17,21,0,0,0,0,0,0,0,0
0,0,0,1462,0,0,0,0,21,0,0,0,6,43,10,0,0,98,0,2222,0
0,611,367,1321,0,430,3707,31,528,286,117,172,0,0,586,22,30,0,521,0,0
0,137,1247,1305,0,431,435,117,0,25,0,0,58,300,47,0,0,2877,0,0,353
575,61,122,415,0,0,0,0,0,0,0,0,210,217,59,0,25,0,152,1235,0
0,679,0,0,0,378,618,0,1527,0,0,0,106,911,59,0,0,0,0,2882,0
0,0,19,0,0,121,380,0,0,0,0,113,68,8,73,0,0,0,0,0,0
0,96,1162,929,0,0,0,1592,1717,518,158,61,211,0,0,0,164,0,649,11244,0
0,218,1603,496,0,335,0,57,1554,0,0,447,59,0,941,0,0,0,0,484,0
0,222,165,0,0,608,0,0,31,0,0,205,120,96,8,0,0,32,182,0,0
0,170,225,56,15,0,0,0,0,16,0,44,21,0,192,0,29,0,0,1089,0
0,0,98,0,0,29,14,252,618,31,113,335,473,0,0,0,0,0,0,856,0
0,30,933,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,32,0,0
0,0,0,0,0,266,0,0,0,121,0,0,709,0,0,0,0,240,0,0,0
0,7,72,356,567,0,10,102,0,75,0,405,120,158,14,0,0,0,0,0,0
0,0,777,1376,0,0,0,0,0,974,0,90,45,16,104,0,0,0,42,0,0
504,0,318,0,0,0,0,0,193,0,316,483,62,0,822,0,0,0,0,0,0
-15,0,0,0,0,47,0,0,0,16,28,40,6,0,220,0,0,0,0,0,872
0,0,0,0,0,0,0,38,0,0,34,351,17,28,64,0,0,0,0,0,0
160,18,24,855,0,333,81,0,949,74,754,126,12,10,999,0,0,483,21,0,0
0,0,1998,0,0,21,45,0,0,0,0,938,0,183,35,0,33,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,0
0,0,0,375,0,46,0,0,0,196,0,63,2263,53,347,0,0,0,0,0,0
0,0,7,0,0,58,0,0,0,358,0,41,49,0,44,0,0,0,0,0,0
2238,101,1471,3113,221,516,0,0,0,277,0,189,47,0,4612,0,0,2378,0,2722,78
146,0,0,266,0,0,0,0,0,118,0,158,12,0,0,0,0,0,0,0,42
0,51,154,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,372,0,0
202,156,1285,2004,221,443,0,38,240,31,96,131,33,128,2105,0,49,0,0,0,0
0,0,0,804,0,548,0,78,0,0,73,0,17,39,36,0,9,1113,0,0,0
0,0,39,1329,0,0,160,0,37,280,0,33,16,0,25,0,25,0,0,0,0
0,130,236,1367,50,675,864,131,643,809,382,447,1126,166,213,0,0,2162,32,0,0
0,0,0,0,0,24,0,2728,0,0,0,0,0,0,30,0,0,0,0,0,214
0,48,106,30,0,0,0,0,0,390,0,0,0,60,21,0,242,0,0,0,0
6,0,206,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,0
0,0,106,0,0,0,245,0,169,0,0,6,133,0,77,0,0,0,0,2493,0
0,0,0,7382,0,0,0,0,0,4290,0,0,0,647,919,642,0,0,0,0,0
0,66,226,0,0,0,0,0,0,0,49,33,22,0,132,0,0,0,0,0,0
52,0,0,0,0,43,0,0,0,0,0,0,132,0,0,0,0,0,0,465,0
0,107,0,0,0,226,0,0,120,108,0,38,0,116,419,0,0,410,0,0,0
0,0,0,264,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0
0,0,463,694,0,1786,0,21,0,146,0,145,0,0,4,0,37,0,0,0,0
0,0,48,339,306,343,0,0,0,207,0,750,0,192,0,0,0,1687,0,0,1166
0,0,199,85,0,0,0,528,0,94,0,199,66,93,63,0,0,0,0,6574,0
24,0,1329,1849,370,0,12,324,0,549,72,0,0,1181,3358,0,180,0,0,0,3760
352,0,667,1990,0,523,0,0,0,657,0,0,95,11,1281,0,15,0,0,0,0
450,0,117,0,0,347,0,46,0,0,0,0,0,0,0,0,0,0,268,0,0
0,293,0,0,0,0,0,0,0,113,0,129,80,146,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,207,1820,0,0,0,0,0,0,5080,0
0,10,1042,0,0,55,0,15,0,0,0,187,9,0,7,0,0,0,0,0,0
0,91,186,0,0,169,0,60,126,0,0,0,0,6,155,0,0,231,78,0,0
0,0,946,820,24,140,0,0,0,264,611,473,122,0,18,0,0,0,240,0,0
0,0,40,249,0,48,0,78,0,0,0,134,180,0,0,0,0,0,0,0,0
0,395,0,0,0,21,0,0,1254,0,0,581,144,0,0,0,0,0,0,0,0
1062,200,0,0,0,0,0,0,0,0,0,0,1278,185,41,0,0,0,253,0,0
198,0,586,0,0,44,886,20,0,16,5,83,22,759,61,7,0,0,0,7802,2741
323,0,92,457,39,0,2115,0,976,73,0,0,0,0,714,0,0,0,0,2172,0
0,0,50,68,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5595,0
2009,146,558,60,0,68,589,176,357,563,166,0,0,59,647,0,15,0,0,0,0
0,0,0,0,0,1248,0,0,0,0,44,4,0,0,0,0,0,0,0,0,0
185,0,638,156,0,0,0,0,0,0,0,0,355,785,442,0,0,0,483,0,0
0,0,70,333,0,0,0,0,0,0,0,323,265,53,21,0,0,0,0,1457,0
0,145,655,233,534,0,0,0,959,0,0,239,66,0,2919,227,0,0,0,0,3423
0,164,668,266,1017,633,-2,113,0,366,0,175,22,58,82,0,31,0,0,0,0
14,0,529,1116,0,363,0,0,1174,0,0,245,0,19,56,0,395,0,0,0,0
0,0,0,0,0,0,0,19,0,0,0,0,0,0,40,0,0,0,0,3232,0
0,0,0,0,0,0,0,332,0,0,0,236,51,0,10,0,0,0,0,0,0
0,0,118,289,0,0,152,0,0,0,0,260,0,0,0,0,277,0,0,454,0
421,0,921,1682,0,151,0,2115,40,87,0,41,16,16,295,0,0,0,0,0,0
427,0,340,0,0,-40,42,60,0,0,546,373,126,25,0,0,0,0,0,0,0
71,0,0,0,0,0,12,1033,0,0,232,206,0,77,0,0,0,0,0,0,0
0,0,736,143,0,0,0,206,0,0,0,108,516,0,20,0,0,0,0,0,0
0,0,0,85,0,0,0,0,0,0,0,173,436,0,211,0,0,0,0,0,0
0,0,190,0,74,51,0,0,0,0,0,306,66,0,119,0,0,617,0,0,0
0,0,22,0,135,0,25,0,511,0,0,174,0,0,184,0,132,0,0,0,0
95,0,186,0,0,937,0,211,0,13,0,124,44,0,59,0,259,32,0,3930,0
0,187,138,0,0,24,0,651,0,0,0,0,0,0,0,0,0,0,0,0,18
0,0,0,0,0,41,0,332,0,0,450,0,33,0,835,0,0,0,0,0,0
309,0,643,0,0,279,0,39,0,120,0,229,5,175,14,0,0,0,0,0,0
0,0,197,30,221,125,29,0,0,118,0,0,0,466,0,0,7,101,0,212,0
0,0,11,0,0,0,0,0,0,0,0,16,124,0,0,0,0,513,0,150,0
0,0,0,0,0,0,0,361,0,0,0,490,133,0,0,0,0,0,0,0,0
557,0,18,0,0,341,100,0,0,0,0,250,52,38,0,0,0,0,241,0,0
0,37,241,0,0,0,0,0,0,0,0,0,0,0,16,64,9,0,0,1282,0
0,49,0,0,0,0,0,60,155,0,0,0,0,0,167,0,0,0,294,0,0
242,38,39,0,0,0,0,0,452,0,0,125,169,0,315,0,0,0,0,0,0
0,0,202,0,0,354,0,116,0,0,16,0,0,0,0,0,0,0,0,75,0
0,86,25,486,0,0,2517,0,1420,0,22,141,83,0,0,0,0,0,0,0,0
0,0,1195,1388,0,313,0,0,201,485,149,135,23,0,117,0,0,0,0,0,0
0,0,775,0,221,988,0,0,0,167,0,0,24,6,61,13,62,54,0,0,0
199,0,0,0,0,63,0,0,166,119,0,0,17,75,148,0,100,0,0,0,0
0,0,233,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,370
0,0,64,56,0,0,0,0,494,0,0,164,0,0,0,0,0,0,0,3958,0
0,0,80,0,0,0,0,0,64,0,93,23,6,11,33,0,10,0,293,0,0
48,0,448,629,0,0,0,0,0,170,0,100,28,0,381,0,0,0,0,0,377
72,364,0,42,0,54,0,0,8,0,0,156,0,0,13,0,0,0,0,0,0
0,0,194,0,0,0,0,225,0,0,0,59,21,0,14,0,0,0,0,0,0
0,0,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,175,1417,58,0,110,2,0,0,0,548,0,0,0,0,0,0
0,0,86,1303,0,0,0,0,0,120,0,133,0,0,0,0,0,0,0,0,0
1192,72,607,483,0,195,279,141,0,0,42,0,146,0,88,0,0,0,527,0,0
0,0,402,135,0,0,0,0,15,0,178,167,23,0,119,0,16,0,0,0,0
107,0,14,0,0,0,0,0,0,0,0,104,0,11,286,0,0,0,0,0,0
0,18,279,2212,0,0,26,364,0,113,0,0,0,0,0,0,0,860,0,0,0
0,62,108,126,0,0,104,0,0,0,0,129,0,38,0,0,0,0,0,0,0
0,0,989,1377,0,0,0,0,1176,140,0,85,0,962,128,0,56,1674,0,6515,0
179,0,431,1951,0,282,0,0,51,31,0,139,61,0,9,0,0,0,0,0,0
30,0,100,0,0,0,0,432,42,0,0,95,57,0,0,0,0,0,0,0,0
0,0,0,90,0,0,0,0,0,171,0,899,371,0,637,0,0,0,1578,0,0
0,0,42,0,0,0,0,987,0,0,0,0,0,118,0,0,0,0,0,0,0
0,0,0,0,0,74,10,37,0,105,10,86,67,0,88,0,86,0,0,0,0
0,30,50,0,0,0,0,57,0,40,0,290,12,63,0,0,0,0,0,6645,0
42,0,0,722,0,192,0,0,1520,0,0,32,0,9,0,0,0,0,0,0,0
141,0,270,0,0,238,0,203,189,0,167,0,0,95,178,0,0,0,0,0,0
0,0,110,120,0,833,0,0,60,0,51,746,0,68,20,0,0,0,0,1085,0
0,0,0,396,0,0,0,0,0,210,0,0,5,0,0,0,0,307,0,0,0
0,646,196,402,783,0,0,0,3212,173,0,190,23,0,0,600,0,0,0,529,493
0,211,223,297,0,0,0,0,346,0,0,0,126,20,41,0,109,0,0,0,0
0,0,106,0,0,0,0,0,0,0,50,101,0,23,26,0,0,0,0,565,0
0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1327,0,0,0,0,0,0,0,431,43,0,6,0,0,0,0,0,0,0
0,103,283,1663,0,35,0,0,0,106,0,15,0,0,0,0,15,851,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2960,0
0,0,116,104,0,368,0,0,0,0,0,39,36,23,108,0,0,53,0,0,0
6,0,474,113,0,100,0,0,553,0,519,70,16,0,636,0,0,101,0,128,0
215,214,540,0,0,0,0,0,1762,0,0,108,66,0,429,0,0,171,0,0,0
0,0,442,657,0,23,0,0,0,62,0,11,92,5,310,0,0,0,0,395,0
0,0,348,128,0,0,0,0,0,0,0,106,80,31,0,0,0,139,0,0,0
0,72,14,0,0,0,590,0,6,23,0,101,45,612,0,0,0,0,0,2945,0
0,0,0,104,90,192,0,0,0,63,0,251,107,47,169,0,0,0,0,0,0
0,487,693,5908,0,753,0,0,13,71,548,1407,859,74,1182,0,0,0,0,8060,0
2375,0,0,0,0,0,0,21,0,0,175,0,167,0,41,0,0,0,0,0,0
406,0,193,175,0,0,0,77,100,0,29,0,0,0,120,0,0,0,0,0,0
343,0,2175,0,0,5006,0,1789,0,0,0,104,0,0,0,442,0,0,0,0,0
44,122,155,0,221,0,382,20,0,30,0,235,52,1558,398,296,7,1054,65,3672,21
0,0,0,778,0,56,0,0,0,170,0,302,132,13,0,0,0,2066,0,69,913
0,0,2964,0,0,1109,0,0,0,896,0,264,227,0,734,0,0,0,0,0,0
0,0,0,0,0,152,0,0,512,0,0,25,67,0,0,0,363,0,0,0,0
0,0,19,298,0,152,50,95,0,16,0,55,0,0,28,0,0,663,0,973,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0
0,0,0,0,0,0,0,0,0,0,493,50,44,0,18,0,0,0,0,0,0
918,64,0,0,0,0,0,19,0,0,37,148,70,0,31,0,0,0,0,0,602
686,0,0,4198,0,234,0,750,0,178,0,285,577,816,701,0,0,36,0,4682,0
0,0,0,0,30,0,0,0,0,0,0,0,66,28,418,0,0,0,0,0,0
0,349,1153,1095,0,396,0,0,91,272,0,146,93,186,123,0,253,3783,898,505,0
417,339,0,2872,0,0,0,0,0,529,0,10,6,0,10,0,0,0,0,0,0
0,18,97,0,0,690,78,56,0,0,0,59,35,58,132,0,584,0,0,2006,0
0,122,126,0,0,0,0,122,324,0,0,0,0,0,0,0,0,0,206,0,0
0,0,608,0,0,0,0,0,6,0,0,0,0,0,32,0,0,0,0,0,0
20,0,0,0,0,68,0,0,0,0,759,0,0,178,42,465,0,0,0,8897,0
222,0,87,0,0,256,0,537,0,0,0,232,45,0,0,0,0,0,0,0,362
20,30,514,0,24,350,41,80,119,171,0,778,22,179,254,641,0,1725,649,2140,0
0,0,90,1940,0,0,8,0,0,46,0,169,16,0,122,0,28,0,0,0,0
0,0,40,0,0,35,18,0,0,272,50,0,0,196,0,0,0,84,0,30,0
0,0,332,1135,0,118,0,294,0,0,0,294,83,12,66,0,0,0,0,0,49
44,152,0,0,0,45,98,0,309,0,0,55,145,17,759,0,0,0,127,0,0
0,0,145,0,0,362,0,173,433,0,149,57,66,51,1056,0,35,0,0,0,0
0,0,0,0,0,0,0,79,0,416,22,150,12,0,0,0,0,0,0,0,0
372,322,3205,0,0,854,0,0,0,33,0,245,731,536,486,0,0,0,0,0,0
30,0,25,0,64,135,0,0,0,157,106,134,150,0,9,0,0,0,0,0,0
0,0,57,0,0,45,0,19,0,79,0,236,23,329,472,0,216,0,0,0,613
0,0,0,1626,0,0,0,79,0,157,18,0,0,35,0,0,0,0,0,0,0
0,0,39,743,0,0,0,0,23,540,0,198,16,0,0,0,21,0,0,11657,0
470,0,50,160,0,43,0,21,608,60,0,0,12,12,777,0,0,0,0,0,0
0,0,21,89,0,622,0,0,318,0,0,36,0,0,13,0,0,0,0,0,0
0,0,742,197,0,234,29,407,0,40,60,46,40,130,637,0,171,0,261,0,0
164,185,183,0,0,0,0,136,0,0,0,34,16,0,21,0,0,0,0,0,0
20,164,106,0,0,965,0,0,245,0,881,0,89,105,530,0,0,0,77,0,0
0,0,103,0,0,0,0,28,0,0,49,106,40,97,305,0,0,0,0,0,0
0,0,11,0,0,0,0,0,0,0,0,246,10,0,9,0,0,0,0,6804,0
463,24,185,0,221,86,0,68,0,0,417,66,0,0,243,0,0,0,0,1902,0
0,156,395,28,0,306,429,0,0,0,0,43,60,119,9,0,15,72,0,0,0
0,0,53,0,0,21,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,68,221,0,0,0,0,0,0,23,203,551,15,0,0,0,10,0,0
102,0,724,576,0,0,0,80,0,0,216,826,141,0,827,0,0,0,0,0,1661
359,0,86,0,0,90,0,80,26,0,0,0,97,0,32,0,0,0,0,0,610
223,0,0,1189,251,150,25,19,114,1108,0,304,677,149,550,0,52,0,1587,0,0
276,0,84,0,0,0,0,0,0,0,0,186,96,0,118,0,0,0,0,0,0
0,122,650,637,0,0,268,121,12,311,0,245,12,11,0,604,0,0,33,0,18
0,0,0,0,0,347,0,583,0,0,0,355,912,349,0,0,0,0,0,0,0
0,0,11,0,0,0,82,0,0,0,0,29,40,524,124,0,0,0,0,0,1152
0,60,1144,0,0,165,298,58,185,0,0,37,11,32,171,1238,0,0,47,0,0
519,126,17,0,75,20,0,0,0,138,0,261,185,0,357,0,0,1025,478,0,0
0,0,0,847,35,21,0,0,0,0,324,21,0,0,13,0,0,0,0,199,0
64,0,1141,1799,0,25,5413,0,0,189,1878,52,265,6,0,0,15,0,0,0,0
548,0,144,0,0,166,686,0,32,0,0,86,16,0,17,0,0,0,0,0,0
0,0,0,1637,0,0,0,0,0,624,0,0,162,0,69,0,0,0,0,0,0
0,0,0,42,0,0,604,0,0,0,0,56,73,22,0,0,0,0,339,0,93
0,6,14,42,0,504,18,331,0,16,0,0,10,145,60,0,24,0,0,0,0
964,97,2693,843,0,2663,505,0,872,1870,0,368,61,139,883,25,424,4202,987,0,0
0,0,224,92,0,0,0,0,8,-117,0,480,380,148,214,0,0,0,0,3174,0
66,0,0,0,0,53,0,0,0,0,0,23,238,23,394,0,0,0,623,0,0
144,631,0,0,0,0,0,0,305,0,0,551,124,0,900,0,0,345,0,0,0
0,24,14,0,0,0,733,44,0,0,0,611,0,0,28,0,0,0,0,0,0
300,227,377,3925,293,264,1120,87,1853,719,0,71,11,416,644,0,155,2111,577,274,0
0,0,716,1499,0,0,0,0,0,188,0,279,45,0,36,0,0,0,0,0,0
0,0,453,130,0,1688,0,25,0,0,0,211,24,322,0,0,0,0,0,0,0
0,0,378,0,0,0,166,0,0,368,0,0,0,0,0,0,0,17,349,0,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923,0
397,60,326,0,35,48,0,0,63,0,0,48,50,132,20,125,0,0,216,0,0
649,96,11,570,221,1222,729,75,1699,387,23,0,33,1002,2627,1394,125,455,0,852,630
0,0,496,0,0,35,0,0,0,0,0,17,0,5,0,0,405,0,0,0,0
129,146,103,158,0,0,0,0,0,15,0,144,51,0,0,0,7,0,0,0,0
0,0,0,0,0,594,0,0,0,0,0,0,27,0,951,0,0,0,0,0,0
0,225,0,1180,0,0,0,0,64,-33,0,0,100,0,198,0,0,0,0,0,0
0,160,1666,0,0,2208,0,0,0,15,0,359,-4,0,0,0,0,0,0,0,0
331,0,57,120,221,119,17,30,28,145,0,56,38,267,377,43,8,111,0,0,520
0,6,0,0,0,1442,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0
689,0,0,32,0,0,0,0,0,16,0,10,0,0,270,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-4,114,207,17,0,0,0,0,0,209
796,0,283,0,0,197,0,31,0,0,0,228,150,94,0,0,0,0,0,0,0
10,33,300,0,0,357,0,182,0,134,0,17,116,65,73,0,31,0,0,5910,0
0,272,223,0,0,369,0,205,895,0,0,414,70,125,33,0,0,0,96,0,0
544,0,1844,528,0,-7,0,18,1128,0,0,410,214,110,37,0,0,104,0,0,0
0,0,204,616,0,0,41,0,0,0,0,197,250,0,165,0,0,0,0,410,41
0,0,0,0,30,726,0,68,0,16,0,448,671,1109,0,0,0,0,0,0,0
0,0,0,29,0,0,16,0,0,0,0,111,0,58,0,0,0,30,0,1518,40
431,131,12,32,0,0,27,466,0,0,0,206,120,771,10,0,0,0,0,0,0
0,0,535,1175,500,197,0,0,0,47,138,456,478,64,0,113,0,0,0,787,0
102,0,0,0,0,0,0,0,0,44,0,459,28,0,24,28,0,0,0,2125,0
483,0,112,153,0,284,0,0,126,0,0,0,606,263,0,0,214,0,0,0,0
0,0,263,42,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0
0,0,32,627,0,0,0,0,0,16,0,0,0,15,0,0,0,0,0,0,0
23,72,0,0,0,0,0,120,0,47,0,65,35,0,1320,0,61,0,0,0,0
0,0,426,30,0,-62,0,0,12,244,0,38,38,0,0,0,0,1026,0,0,0
155,144,1690,382,221,131,120,587,537,0,47,397,232,311,218,0,0,0,0,173,1313
0,0,1000,0,35,0,23,0,0,37,0,128,0,1079,328,0,0,0,0,11609,0
0,0,266,0,0,0,0,0,38,0,830,0,581,467,72,0,0,225,0,425,0
0,0,79,0,0,0,0,20,0,0,0,0,1377,0,0,0,0,0,0,0,0
0,0,1582,208,0,933,11,0,1053,358,588,1065,200,115,32,0,0,96,0,0,0
0,0,2161,0,0,107,2235,3933,2656,0,0,688,210,0,0,0,158,0,0,0,0
0,30,379,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0
2506,0,0,1126,0,58,357,0,0,85,0,191,939,60,87,0,17,0,0,0,0
0,132,52,60,0,179,0,0,0,0,0,60,125,0,120,0,0,0,0,0,0
0,0,360,0,0,224,3794,18,0,339,0,101,106,0,0,50,139,1606,0,0,0
0,0,164,0,69,6626,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
0,0,213,0,0,0,0,0,0,0,0,365,114,65,27,0,0,0,0,0,0
0,240,371,0,0,88,1578,0,0,0,0,160,0,0,75,0,0,0,0,0,0
98,19,148,0,0,46,0,14,0,131,0,17,29,27,107,0,0,0,73,0,0
0,0,0,477,0,0,0,0,0,309,20,0,0,76,0,0,0,0,0,0,0
0,0,18,90,0,411,0,55,0,0,0,161,267,0,27,0,140,0,0,839,0
689,0,0,104,0,0,19,89,0,0,0,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,583,0
0,0,0,0,0,0,8,0,0,0,78,35,12,0,0,0,0,70,0,0,410
0,0,0,654,0,0,0,0,304,209,0,0,0,0,0,0,0,0,133,0,0
1620,0,143,1528,0,545,36,113,0,16,0,53,466,0,0,150,106,0,0,0,0
396,224,104,0,0,645,632,0,130,0,0,0,88,91,61,759,0,0,0,0,68
0,0,157,0,0,520,12,0,0,0,484,0,0,22,47,0,22,0,1453,13908,0
0,0,0,45,0,0,0,0,0,0,0,10,66,0,0,0,0,3076,0,0,0
0,103,228,220,0,101,1420,762,3577,0,0,125,0,562,634,122,0,0,276,0,0
0,0,1869,0,0,93,0,0,0,0,0,0,17,0,0,0,0,0,11,4666,0
0,0,296,0,0,278,0,0,0,31,0,0,67,0,39,0,9,0,0,0,0
0,31,34,0,0,58,0,19,746,0,0,171,59,219,1178,0,0,0,0,0,0
0,0,0,0,24,0,0,52,0,0,0,88,0,0,0,338,0,0,0,0,0
901,0,689,412,0,1689,962,25,0,0,0,350,177,28,0,0,0,0,0,0,0
0,0,371,343,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1741,0
40,0,1377,0,0,0,0,0,969,0,0,337,269,378,0,0,0,0,0,0,0
0,276,0,0,0,171,0,0,0,0,28,168,30,281,740,0,0,0,1666,0,0
0,0,0,0,0,149,0,0,931,0,54,51,0,0,0,0,0,0,0,310,0
326,0,116,0,0,0,0,55,119,0,0,66,62,0,53,0,10,165,107,0,0
0,37,2926,6262,74,43,555,110,2572,110,0,102,147,333,684,0,219,0,647,7013,0
0,0,643,56,266,1199,65,0,0,0,0,210,107,0,11,238,88,0,0,0,0
64,0,324,2313,0,28,0,0,0,752,0,0,37,0,175,0,0,0,0,4503,0
89,0,0,0,0,57,0,63,1241,0,0,148,0,0,0,0,0,0,0,0,0
0,0,623,0,0,1189,64,0,168,0,0,100,97,0,189,0,0,0,0,0,0
0,0,108,1361,0,0,0,0,0,0,506,907,0,397,0,0,0,608,0,0,0
0,0,268,0,0,0,0,0,0,0,7,345,83,21,71,0,0,0,0,0,0
0,0,331,0,0,0,0,69,0,0,0,0,0,0,86,0,8,0,312,0,0
466,0,166,4860,0,577,0,0,0,40,0,0,66,0,0,0,0,0,0,0,0
879,0,290,44,0,48,0,0,0,16,0,41,11,0,0,0,0,0,0,0,0
1236,0,165,0,221,0,0,0,2796,0,0,0,0,67,570,0,0,0,821,0,0
20,151,120,342,0,253,922,54,883,0,52,0,34,11,362,0,0,1057,230,95,0
0,0,0,0,0,0,0,18,350,0,0,111,158,10,0,0,0,0,0,0,0
0,0,0,8,0,14,0,180,0,0,0,0,0,0,0,0,0,1765,0,0,0
3982,240,419,2324,0,0,20,0,0,0,0,406,44,15,0,0,0,0,0,0,0
0,0,911,30,0,169,149,21,0,1082,258,156,34,6,18,0,0,0,0,0,0
